MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Age,Remodeled,TotalBathrooms,OverallQualCond,TotalPorchSF,LotFrontageRatio,PricePerSF,TimeSinceRemodel
SC20,RL,0.0,9830.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1959.0,2006.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,0.0,733.0,1063.0,GasA,Ex,Y,SBrkr,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1980.0,Fin,2.0,576.0,TA,TA,Y,364.0,17.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2010.0,WD,Normal,162000.0,2350.0,51.0,1,2.0,12.0,17.0,0.0,68.93617021276596,4.0
SC60,RL,0.0,8121.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,Y,SBrkr,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,460.0,TA,TA,Y,100.0,40.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jan,2006.0,WD,Normal,172400.0,2617.0,6.0,0,2.5,11.0,40.0,0.0,65.87695834925488,6.0
SC50,RL,80.0,17120.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4.0,4.0,1959.0,1959.0,Gable,CompShg,WdShing,Plywood,BrkFace,0.0,TA,TA,CBlock,No,No,No,No,0.0,No,0.0,0.0,991.5,GasA,TA,Y,SBrkr,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Min2,1.0,Gd,Detchd,1980.0,Fin,2.0,680.0,TA,TA,N,0.0,59.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2008.0,WD,Normal,134432.0,2579.5,49.0,0,2.0,8.0,59.0,0.004672897196261682,52.115526264779994,49.0
SC120,RL,50.0,7175.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1984.0,1984.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,0.0,0.0,744.0,GasA,TA,Y,SBrkr,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,264.0,TA,TA,Y,353.0,0.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Feb,2010.0,WD,Normal,125000.0,1496.0,26.0,0,2.0,11.0,0.0,0.006968641114982578,83.55614973262033,26.0
SC20,RL,79.0,10634.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1953.0,1953.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,0.0,0.0,608.0,GasA,TA,Y,SBrkr,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Min2,0.0,No,Attchd,1980.0,Unf,1.0,270.0,TA,TA,Y,66.0,0.0,0.0,0.0,0.0,0.0,No,GdWo,No,0.0,Nov,2009.0,WD,Normal,123000.0,1927.0,56.0,0,2.0,11.0,0.0,0.007429001316531879,63.829787234042556,56.0
SC60,RL,65.0,8200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,2.0,434.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,WD,Normal,219500.0,2775.0,4.0,1,2.5,12.0,48.0,0.007926829268292683,79.09909909909909,3.0
SC30,RL,0.0,10020.0,Pave,Grvl,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,1922.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350.0,Unf,0.0,333.0,683.0,GasA,Gd,N,SBrkr,904.0,0.0,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,Fa,4.0,Maj1,0.0,No,No,1980.0,No,0.0,0.0,No,No,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2009.0,WD,Normal,61000.0,1587.0,87.0,1,1.5,11.0,0.0,0.0,38.43730308758664,59.0
SC85,RL,57.0,8846.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5.0,5.0,1996.0,1996.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,572.0,870.0,GasA,Ex,Y,SBrkr,914.0,0.0,0.0,914.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,WD,Normal,148000.0,1784.0,10.0,0,1.0,10.0,0.0,0.006443590323309971,82.95964125560538,10.0
SC60,FV,102.0,11143.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,476.75,1580.0,GasA,Ex,Y,SBrkr,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,610.0,TA,TA,Y,159.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Dec,2007.0,WD,Normal,340000.0,4046.0,3.0,1,3.0,13.0,25.0,0.00915372879834874,84.03361344537815,2.0
SC20,RL,88.0,11394.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9.0,5.0,2010.0,2010.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445.0,Unf,0.0,411.0,1856.0,GasA,Ex,Y,SBrkr,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,1980.0,Fin,3.0,834.0,TA,TA,Y,113.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2010.0,New,Partial,163000.0,3712.0,0.0,0,2.5,14.0,0.0,0.007723363173600141,43.911637931034484,0.0
SC60,RL,60.0,8123.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982.0,982.0,GasA,Ex,Y,SBrkr,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,463.0,TA,TA,Y,100.0,63.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2009.0,WD,Normal,179000.0,2782.0,9.0,0,2.5,11.0,63.0,0.00738643358365136,64.34219985621854,9.0
SC50,RL,50.0,5000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1924.0,1950.0,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218.0,Unf,0.0,808.0,1026.0,GasA,TA,Y,SBrkr,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Detchd,1980.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2010.0,WD,Normal,127000.0,2717.0,86.0,1,2.0,11.0,0.0,0.01,46.74273095325727,60.0
SC20,FV,60.0,7200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1293.0,1293.0,GasA,Ex,Y,SBrkr,1301.0,0.0,0.0,1301.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,572.0,TA,TA,Y,216.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Aug,2006.0,New,Partial,187750.0,2594.0,0.0,0,3.0,12.0,25.0,0.008333333333333333,72.37856592135698,0.0
SC60,RL,79.0,9245.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939.0,858.0,0.0,1797.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,639.0,TA,TA,Y,144.0,53.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2007.0,WD,Normal,213500.0,2736.0,1.0,0,2.5,12.0,53.0,0.008545159545700379,78.03362573099415,1.0
SC45,RH,60.0,9000.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6.0,5.0,1928.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,N,SBrkr,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,360.0,Fa,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2009.0,WD,Normal,76000.0,1568.0,81.0,1,1.0,11.0,0.0,0.006666666666666667,48.46938775510204,59.0
SC60,RL,0.0,9478.5,Pave,Grvl,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6.0,5.0,1992.0,1992.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,595.0,1580.0,GasA,Ex,Y,SBrkr,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,2.0,Fa,Attchd,1980.0,Fin,2.0,501.0,TA,TA,Y,216.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2007.0,WD,Normal,240000.0,3533.0,15.0,0,3.5,11.0,25.0,0.0,67.93093688083782,15.0
SC120,RL,43.0,3182.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,Ex,Y,SBrkr,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,430.0,TA,TA,Y,146.0,20.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2010.0,WD,Normal,192000.0,2525.0,6.0,1,2.0,13.0,20.0,0.013513513513513514,76.03960396039604,5.0
SC50,RL,58.0,8410.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5.0,5.0,1910.0,1996.0,Gambrel,CompShg,Wd Sdng,VinylSd,BrkFace,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0.0,658.0,658.0,GasA,TA,Y,SBrkr,658.0,526.0,0.0,1184.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,8.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,No,No,N,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2006.0,WD,AdjLand,81000.0,1842.0,96.0,1,1.0,10.0,25.0,0.006896551724137931,43.97394136807818,10.0
SC80,RL,72.0,7200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,6.0,1976.0,1976.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,631.0,Unf,0.0,410.0,1041.0,GasA,Ex,Y,SBrkr,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,Detchd,1980.0,Unf,1.0,352.0,TA,TA,Y,296.0,0.0,0.0,0.0,0.0,0.0,No,GdWo,No,0.0,Oct,2009.0,WD,Abnorml,125000.0,2166.0,33.0,0,2.0,12.0,0.0,0.01,57.71006463527239,33.0
SC20,RL,93.0,9382.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,577.0,TA,TA,Y,120.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2008.0,WD,Normal,191000.0,2947.0,9.0,1,2.0,12.0,25.0,0.009912598593050522,64.81167288768239,8.0
SC60,RL,96.0,12474.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280.0,Unf,0.0,402.0,1682.0,GasA,Ex,Y,SBrkr,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,9.0,Typ,1.0,Ex,BuiltIn,1980.0,Fin,3.0,846.0,TA,TA,Y,196.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Aug,2008.0,New,Partial,163000.0,4014.0,1.0,1,3.5,15.0,25.0,0.007696007696007696,40.60787244643747,0.0
SC50,RL,50.0,8405.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1900.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241.0,BLQ,0.0,229.0,861.0,GasA,Ex,Y,SBrkr,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,384.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Apr,2008.0,WD,Normal,119000.0,2228.0,108.0,1,2.0,10.0,25.0,0.00594883997620464,53.41113105924596,58.0
SC60,RL,71.0,12209.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6.0,5.0,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,0.0,114.0,804.0,GasA,Ex,Y,SBrkr,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,560.0,TA,TA,Y,125.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2009.0,WD,Normal,215000.0,2765.0,8.0,1,3.5,11.0,25.0,0.00581538209517569,77.75768535262206,7.0
SC20,RL,0.0,8339.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1959.0,1959.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,Slab,No,No,No,No,0.0,No,0.0,0.0,991.5,GasA,TA,Y,SBrkr,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,294.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,MnPrv,Shed,0.0,Jul,2007.0,WD,Normal,106500.0,1873.5,48.0,0,1.0,12.0,0.0,0.0,56.84547638110488,48.0
SC30,RL,0.0,7446.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4.0,5.0,1941.0,1950.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,266.0,Unf,0.0,522.0,788.0,GasA,TA,Y,SBrkr,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,2.0,TA,No,1980.0,No,0.0,0.0,No,No,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,GdWo,No,0.0,Apr,2006.0,WD,Abnorml,100000.0,1576.0,65.0,1,1.0,9.0,0.0,0.0,63.45177664974619,56.0
SC50,RL,60.0,10134.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,735.0,735.0,GasA,Gd,Y,SBrkr,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,240.0,TA,TA,Y,0.0,39.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,WD,Normal,109000.0,1769.0,67.0,1,1.0,11.0,39.0,0.005920663114268798,61.616732617297906,57.0
SC20,RL,68.0,9571.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1956.0,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,596.0,TA,TA,Y,44.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2010.0,WD,Normal,129000.0,2288.0,54.0,0,2.0,11.0,0.0,0.007104795737122558,56.38111888111888,54.0
SC20,RL,60.0,7200.0,Pave,Grvl,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1972.0,1972.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777.0,Unf,0.0,117.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,RFn,2.0,600.0,TA,TA,Y,215.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Sep,2009.0,WD,Normal,123000.0,1788.0,37.0,0,1.0,10.0,0.0,0.008333333333333333,68.79194630872483,37.0
SC60,RL,69.0,7590.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5.0,5.0,1962.0,1962.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,540.0,Unf,0.0,324.0,864.0,GasA,TA,Y,SBrkr,876.0,936.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,WD,Normal,169500.0,2676.0,45.0,0,2.0,10.0,25.0,0.00909090909090909,63.34080717488789,45.0
SC30,RM,60.0,8967.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5.0,5.0,1920.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,961.0,961.0,GasA,Gd,Y,SBrkr,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Maj2,0.0,No,Detchd,1980.0,Unf,1.0,338.0,Po,Po,N,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Nov,2007.0,WD,Abnorml,67000.0,2038.0,87.0,1,1.0,10.0,0.0,0.006691201070592171,32.87536800785083,57.0
SC60,FV,65.0,8125.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0.0,280.0,1092.0,GasA,Ex,Y,SBrkr,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,438.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2009.0,WD,Normal,241000.0,2642.0,3.0,1,3.0,12.0,25.0,0.008,91.21877365632096,2.0
SC120,RL,38.0,14963.0,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1996.0,1996.0,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,4.0,Typ,2.0,Gd,Attchd,1980.0,Fin,2.0,500.0,TA,TA,Y,120.0,30.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Dec,2008.0,WD,Normal,245500.0,2548.0,12.0,0,2.5,13.0,30.0,0.0025395976742631824,96.35007849293564,12.0
SC20,RL,65.0,8767.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,New,Partial,164990.0,2620.0,1.0,0,2.0,12.0,0.0,0.007414166761720087,62.97328244274809,1.0
SC30,RL,60.0,10200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1940.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,240.0,TA,TA,N,168.0,0.0,0.0,0.0,0.0,0.0,No,GdPrv,No,0.0,Aug,2008.0,WD,Normal,108000.0,1344.0,68.0,1,1.0,10.0,0.0,0.0058823529411764705,80.35714285714286,11.0
SC60,RL,93.0,12090.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1998.0,1998.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Gd,Y,SBrkr,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,420.0,TA,TA,Y,144.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,WD,Abnorml,258000.0,3404.0,8.0,0,2.5,13.0,25.0,0.007692307692307693,75.79318448883666,8.0
SC60,RL,0.0,10364.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1995.0,1996.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,Gd,Y,SBrkr,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,373.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2007.0,WD,Normal,168000.0,2378.0,12.0,1,2.5,11.0,40.0,0.0,70.64760302775441,11.0
